Date,Postings
2024-03-06,165.22
2024-03-07,165.13
2024-03-08,165
2024-03-09,165.08
2024-03-10,164.8
2024-03-11,164.49
2024-03-12,164.15
2024-03-13,163.92
2024-03-14,163.6
2024-03-15,163.25
2024-03-16,162.94
2024-03-17,162.93
2024-03-18,162.85
2024-03-19,163
2024-03-20,162.98
2024-03-21,163.01
2024-03-22,162.98
2024-03-23,162.96
2024-03-24,162.84
2024-03-25,162.83
2024-03-26,162.7
2024-03-27,162.73
2024-03-28,162.48
2024-03-29,162.93
2024-03-30,162.65
2024-03-31,162.27
2024-04-01,162.06
2024-04-02,161.67
2024-04-03,161.04
2024-04-04,160.8
2024-04-05,159.82
2024-04-06,159.7
2024-04-07,159.71
2024-04-08,159.36
2024-04-09,159.44
2024-04-10,159.77
2024-04-11,160.03
2024-04-12,160.51
2024-04-13,160.73
2024-04-14,161.09
2024-04-15,161.56
2024-04-16,161.57
2024-04-17,161.77
2024-04-18,161.99
2024-04-19,162.34
2024-04-20,162.33
2024-04-21,162.54
2024-04-22,162.69
2024-04-23,163.21
2024-04-24,163.4
2024-04-25,164.18
2024-04-26,164.62
2024-04-27,165.41
2024-04-28,165.66
2024-04-29,165.91
2024-04-30,166.07
2024-05-01,166.27
2024-05-02,165.82
2024-05-03,165.39
2024-05-04,165.2
2024-05-05,164.99
2024-05-06,164.78
2024-05-07,164.39
2024-05-08,164.06
2024-05-09,163.58
2024-05-10,163.16
2024-05-11,162.51
2024-05-12,161.98
2024-05-13,161.34
2024-05-14,161.05
2024-05-15,160.8
2024-05-16,160.78
2024-05-17,160.6
2024-05-18,160.06
2024-05-19,159.25
2024-05-20,158.57
2024-05-21,157.66
2024-05-22,157.51
2024-05-23,157.31
2024-05-24,157.07
2024-05-25,157.57
2024-05-26,158.31
2024-05-27,158.91
2024-05-28,159.75
2024-05-29,159.85
2024-05-30,159.96
2024-05-31,160.41
2024-06-01,160.63
2024-06-02,160.75
2024-06-03,161.04
2024-06-04,161.1
2024-06-05,161.16
2024-06-06,161.08
2024-06-07,161
2024-06-08,161.04
2024-06-09,161.27
2024-06-10,161.48
2024-06-11,161.3
2024-06-12,161.16
2024-06-13,161.16
2024-06-14,161.23
2024-06-15,160.76
2024-06-16,160.61
2024-06-17,160.24
2024-06-18,160.36
2024-06-19,160.14
2024-06-20,160.15
2024-06-21,160.05
2024-06-22,160.23
2024-06-23,160.08
2024-06-24,160.06
2024-06-25,159.98
2024-06-26,160.04
2024-06-27,159.79
2024-06-28,159.5
2024-06-29,159.23
2024-06-30,159.02
2024-07-01,158.71
2024-07-02,158.43
2024-07-03,158.24
2024-07-04,158.14
2024-07-05,158.08
2024-07-06,157.99
2024-07-07,157.75
2024-07-08,157.78
2024-07-09,157.85
2024-07-10,157.84
2024-07-11,157.8
2024-07-12,157.79
2024-07-13,157.82
2024-07-14,158
2024-07-15,158.03
2024-07-16,158.1
2024-07-17,158.31
2024-07-18,158.44
2024-07-19,158.54
2024-07-20,158.13
2024-07-21,158.21
2024-07-22,158.28
2024-07-23,158.3
2024-07-24,158.31
2024-07-25,158.34
2024-07-26,158.49
2024-07-27,159.17
2024-07-28,159.29
2024-07-29,159.28
2024-07-30,159.33
2024-07-31,159.24
2024-08-01,159.05
2024-08-02,158.81
2024-08-03,158.44
2024-08-04,157.98
2024-08-05,157.75
2024-08-06,157.52
2024-08-07,157.26
2024-08-08,157.1
2024-08-09,156.99
2024-08-10,156.8
2024-08-11,156.8
2024-08-12,156.82
2024-08-13,156.75
2024-08-14,156.65
2024-08-15,156.66
2024-08-16,156.62
2024-08-17,156.86
2024-08-18,156.87
2024-08-19,156.8
2024-08-20,156.71
2024-08-21,156.86
2024-08-22,156.84
2024-08-23,156.84
2024-08-24,156.73
2024-08-25,156.65
2024-08-26,156.56
2024-08-27,156.64
2024-08-28,156.5
2024-08-29,156.55
2024-08-30,156.51
2024-08-31,156.59
2024-09-01,156.69
2024-09-02,156.71
2024-09-03,156.77
2024-09-04,156.94
2024-09-05,157.04
2024-09-06,157.13
2024-09-07,157.18
2024-09-08,157.17
2024-09-09,157.2
2024-09-10,157.18
2024-09-11,157.12
2024-09-12,157.2
2024-09-13,157.37
2024-09-14,157.64
2024-09-15,157.92
2024-09-16,158.16
2024-09-17,158.25
2024-09-18,158.43
2024-09-19,158.46
2024-09-20,158.38
2024-09-21,158.24
2024-09-22,158.02
2024-09-23,157.8
2024-09-24,157.65
2024-09-25,157.47
2024-09-26,157.36
2024-09-27,157.37
2024-09-28,157.03
2024-09-29,157.07
2024-09-30,157.24
2024-10-01,157.33
2024-10-02,157.51
2024-10-03,157.56
2024-10-04,157.6
2024-10-05,157.88
2024-10-06,157.99
2024-10-07,158.24
2024-10-08,158.31
2024-10-09,158.25
2024-10-10,158.11
2024-10-11,157.98
2024-10-12,157.77
2024-10-13,157.51
2024-10-14,157.03
2024-10-15,156.93
2024-10-16,156.83
2024-10-17,156.89
2024-10-18,156.66
2024-10-19,156.58
2024-10-20,156.56
2024-10-21,156.79
2024-10-22,156.84
2024-10-23,157.05
2024-10-24,157.06
2024-10-25,157.32
2024-10-26,157.46
2024-10-27,157.48
2024-10-28,157.31
2024-10-29,157.21
2024-10-30,157.04
2024-10-31,157.24
2024-11-01,157.44
2024-11-02,157.65
2024-11-03,157.86
2024-11-04,158.1
2024-11-05,158.36
2024-11-06,158.41
2024-11-07,158.32
2024-11-08,158.14
2024-11-09,158.05
2024-11-10,157.87
2024-11-11,157.7
2024-11-12,157.48
2024-11-13,157.49
2024-11-14,157.49
2024-11-15,157.56
2024-11-16,157.49
2024-11-17,157.5
2024-11-18,157.47
2024-11-19,157.37
2024-11-20,157.2
2024-11-21,157.11
2024-11-22,156.94
2024-11-23,156.81
2024-11-24,156.75
2024-11-25,156.65
2024-11-26,156.64
2024-11-27,156.67
2024-11-28,156.58
2024-11-29,156.61
2024-11-30,156.6
2024-12-01,156.47
2024-12-02,156.53
2024-12-03,156.38
2024-12-04,156.13
2024-12-05,155.84
2024-12-06,155.52
2024-12-07,155.15
2024-12-08,154.87
2024-12-09,154.76
2024-12-10,154.76
2024-12-11,155.01
2024-12-12,155.18
2024-12-13,155.29
2024-12-14,155.12
2024-12-15,155.21
2024-12-16,155.16
2024-12-17,155.18
2024-12-18,155.13
2024-12-19,155.16
2024-12-20,155.09
2024-12-21,155.51
2024-12-22,155.82
2024-12-23,156.25
2024-12-24,156.85
2024-12-25,157.43
2024-12-26,157.82
2024-12-27,158.11
2024-12-28,158.02
2024-12-29,157.94
2024-12-30,158.07
2024-12-31,158.09
2025-01-01,157.68
2025-01-02,157.32
2025-01-03,157.21
2025-01-04,157.24
2025-01-05,157.09
2025-01-06,156.68
2025-01-07,156.34
2025-01-08,156.54
2025-01-09,157.06
2025-01-10,157.62
2025-01-11,158.19
2025-01-12,158.76
2025-01-13,159.16
2025-01-14,159.41
2025-01-15,159.49
2025-01-16,159.36
2025-01-17,159.27
2025-01-18,159.15
2025-01-19,159
2025-01-20,158.8
2025-01-21,158.49
2025-01-22,158.26
2025-01-23,158.13
2025-01-24,158.06
2025-01-25,158.19
2025-01-26,158.65
2025-01-27,159.39
2025-01-28,159.82
2025-01-29,159.89
2025-01-30,159.93
2025-01-31,159.77
2025-02-01,159.51
2025-02-02,158.98
2025-02-03,158.21
2025-02-04,157.82
2025-02-05,157.79
2025-02-06,157.72
2025-02-07,157.46
2025-02-08,157.26
2025-02-09,156.98
2025-02-10,156.68
2025-02-11,156.45
2025-02-12,156.1
2025-02-13,155.8
2025-02-14,155.66
2025-02-15,154.98
2025-02-16,154.89
2025-02-17,154.83
2025-02-18,154.74
2025-02-19,154.53
2025-02-20,154.24
2025-02-21,153.87
2025-02-22,154.21
2025-02-23,153.88
2025-02-24,153.55
2025-02-25,153.19
2025-02-26,152.9
2025-02-27,152.74
2025-02-28,152.55
2025-03-01,152.12
2025-03-02,151.77
2025-03-03,151.6
2025-03-04,151.3
2025-03-05,150.93
2025-03-06,150.41
2025-03-07,150.22
2025-03-08,150.04
2025-03-09,149.91
2025-03-10,149.54
2025-03-11,149.05
2025-03-12,148.73
2025-03-13,148.52
2025-03-14,148.21
2025-03-15,147.99
2025-03-16,147.82
2025-03-17,147.64
2025-03-18,147.75
2025-03-19,147.93
2025-03-20,147.96
2025-03-21,148.07
2025-03-22,148.17
2025-03-23,148.22
2025-03-24,148.31
2025-03-25,148.26
2025-03-26,148.18
2025-03-27,148.18
2025-03-28,148.21
2025-03-29,148.3
2025-03-30,148.45
2025-03-31,148.61
2025-04-01,148.81
2025-04-02,149.07
2025-04-03,149.38
2025-04-04,149.56
2025-04-05,149.77
2025-04-06,149.98
2025-04-07,150.2
2025-04-08,150.43
2025-04-09,150.67
2025-04-10,150.88
2025-04-11,151.06
2025-04-12,151.19
2025-04-13,151.34
2025-04-14,151.28
2025-04-15,151.32
2025-04-16,151.18
2025-04-17,150.95
2025-04-18,151.23
2025-04-19,150.9
2025-04-20,150.68
2025-04-21,150.87
2025-04-22,150.57
2025-04-23,150.36
2025-04-24,150.17
2025-04-25,149.75
2025-04-26,149.47
2025-04-27,149.27
2025-04-28,148.71
2025-04-29,148.47
2025-04-30,148.09
2025-05-01,147.68
2025-05-02,147.14
2025-05-03,147.22
2025-05-04,147.14
2025-05-05,147.27
2025-05-06,147.48
2025-05-07,147.94
2025-05-08,148.39
2025-05-09,148.65
2025-05-10,148.72
2025-05-11,148.61
2025-05-12,148.5
2025-05-13,148.37
2025-05-14,148.01
2025-05-15,147.51
2025-05-16,147.39
2025-05-17,146.99
2025-05-18,147.27
2025-05-19,147.56
2025-05-20,147.96
2025-05-21,148.46
2025-05-22,149.11
2025-05-23,149.5
2025-05-24,150.2
2025-05-25,150.3
2025-05-26,150.32
2025-05-27,150.22
2025-05-28,150.23
2025-05-29,150.17
2025-05-30,149.98
2025-05-31,149.8
2025-06-01,149.56
2025-06-02,149.47
2025-06-03,149.38
2025-06-04,149.18
2025-06-05,149.14
2025-06-06,149.25
2025-06-07,149.38
2025-06-08,149.48
2025-06-09,149.6
2025-06-10,149.55
2025-06-11,149.56
2025-06-12,149.67
2025-06-13,149.71
2025-06-14,149.67
2025-06-15,150.02
2025-06-16,150.18
2025-06-17,150.55
2025-06-18,150.92
2025-06-19,151.24
2025-06-20,151.48
2025-06-21,151.79
2025-06-22,151.82
2025-06-23,151.89
2025-06-24,152.02
2025-06-25,152.13
2025-06-26,152.12
2025-06-27,152.11
2025-06-28,152.07
2025-06-29,152.03
2025-06-30,151.84
2025-07-01,151.54
2025-07-02,151.24
2025-07-03,150.96
2025-07-04,150.74
2025-07-05,150.53
2025-07-06,150.31
2025-07-07,150.22
2025-07-08,150.19
2025-07-09,150.16
2025-07-10,150.11
2025-07-11,150.19
2025-07-12,150.31
2025-07-13,150.43
2025-07-14,150.53
2025-07-15,150.89
2025-07-16,151.27
2025-07-17,151.62
2025-07-18,151.82
2025-07-19,151.74
2025-07-20,151.97
2025-07-21,152.12
2025-07-22,152.08
2025-07-23,151.85
2025-07-24,151.76
2025-07-25,151.52
2025-07-26,151.66
2025-07-27,151.46
2025-07-28,151.29
2025-07-29,150.96
2025-07-30,150.69
2025-07-31,150.26
2025-08-01,149.98
2025-08-02,149.58
2025-08-03,149.25
2025-08-04,149.02
2025-08-05,148.78
2025-08-06,148.54
2025-08-07,148.48
2025-08-08,148.43
2025-08-09,148.26
2025-08-10,148.26
2025-08-11,148.17
2025-08-12,148.25
2025-08-13,148.33
2025-08-14,148.33
2025-08-15,148.28
2025-08-16,148.45
2025-08-17,148.29
2025-08-18,148.25
2025-08-19,148.21
2025-08-20,148.3
2025-08-21,148.36
2025-08-22,148.51
2025-08-23,148.47
2025-08-24,148.66
2025-08-25,148.78
2025-08-26,148.75
2025-08-27,148.73
2025-08-28,148.89
2025-08-29,148.84
2025-08-30,148.87
2025-08-31,148.76
2025-09-01,148.6
2025-09-02,148.63
2025-09-03,148.65
2025-09-04,148.51
2025-09-05,148.57
2025-09-06,148.67
2025-09-07,148.78
2025-09-08,149
2025-09-09,149.13
2025-09-10,149.26
2025-09-11,149.45
2025-09-12,149.57
2025-09-13,149.4
2025-09-14,149.18
2025-09-15,148.95
2025-09-16,148.75
2025-09-17,148.56
2025-09-18,148.4
2025-09-19,148.19
2025-09-20,148.29
2025-09-21,148.39
2025-09-22,148.52
2025-09-23,148.64
2025-09-24,148.77
2025-09-25,148.87
2025-09-26,148.98
2025-09-27,148.97
2025-09-28,149.15
2025-09-29,149.26
2025-09-30,149.41
2025-10-01,149.52
2025-10-02,149.74
2025-10-03,149.99
2025-10-04,150.16
2025-10-05,150.35
2025-10-06,150.65
2025-10-07,150.57
2025-10-08,150.53
2025-10-09,150.32
2025-10-10,150.22
2025-10-11,150.15
2025-10-12,149.96
2025-10-13,149.62
2025-10-14,149.64
2025-10-15,149.77
2025-10-16,149.77
2025-10-17,149.64
2025-10-18,149.5
2025-10-19,149.51
2025-10-20,149.57
2025-10-21,149.54
2025-10-22,149.42
2025-10-23,149.39
2025-10-24,149.36
2025-10-25,149.29
2025-10-26,149.22
2025-10-27,149.22
2025-10-28,149.24
2025-10-29,149.2
2025-10-30,149.11
2025-10-31,149.06
2025-11-01,149.12
2025-11-02,149.13
2025-11-03,149.15
2025-11-04,149.1
2025-11-05,149.01
2025-11-06,149.03
2025-11-07,149.09
2025-11-08,149.18
2025-11-09,149.2
2025-11-10,149.2
2025-11-11,149.37
2025-11-12,149.52
2025-11-13,149.58
2025-11-14,149.57
2025-11-15,149.54
2025-11-16,149.27
2025-11-17,149.15
2025-11-18,149.1
2025-11-19,148.75
2025-11-20,148.62
2025-11-21,148.55
2025-11-22,148.5
2025-11-23,148.48
2025-11-24,148.31
2025-11-25,148.01
2025-11-26,148.05
2025-11-27,147.92
2025-11-28,147.8
2025-11-29,147.73
2025-11-30,147.7
2025-12-01,147.73
2025-12-02,147.71
2025-12-03,147.73
2025-12-04,147.74
2025-12-05,147.73
2025-12-06,147.68
2025-12-07,147.61
2025-12-08,147.49
2025-12-09,147.38
2025-12-10,147.15
2025-12-11,147.04
2025-12-12,146.86
2025-12-13,146.63
2025-12-14,146.51
2025-12-15,146.28
2025-12-16,146.09
2025-12-17,145.96
2025-12-18,145.75
2025-12-19,145.71
2025-12-20,145.63
2025-12-21,145.55
2025-12-22,145.8
2025-12-23,146.09
2025-12-24,146.41
2025-12-25,146.83
2025-12-26,147.07
2025-12-27,147.21
2025-12-28,147.4
2025-12-29,147.61
2025-12-30,147.91
2025-12-31,148.12
2026-01-01,148.16
2026-01-02,148.04
2026-01-03,147.4
2026-01-04,146.76
2026-01-05,146.23
2026-01-06,146.18
2026-01-07,146.72
2026-01-08,147.23
2026-01-09,148.21
2026-01-10,149.21
2026-01-11,150.17
2026-01-12,150.68
2026-01-13,151
2026-01-14,151.18
2026-01-15,151.66
2026-01-16,152.25
2026-01-17,152.97
2026-01-18,153.75
2026-01-19,154.57
2026-01-20,155.36
2026-01-21,156.13
2026-01-22,156.95
2026-01-23,157.7
2026-01-24,158.4
2026-01-25,158.87
2026-01-26,159.47
2026-01-27,159.8
2026-01-28,160.08
2026-01-29,160.22
2026-01-30,160.23
2026-01-31,160.24
2026-02-01,160.46
2026-02-02,160.44
2026-02-03,160.53
2026-02-04,160.39
2026-02-05,160.36
2026-02-06,160.2
2026-02-07,160.11
2026-02-08,160.05
2026-02-09,160.18
2026-02-10,160.54
2026-02-11,161.1
2026-02-12,161.39
2026-02-13,161.64
2026-02-14,162.07
2026-02-15,162.53
2026-02-16,162.95
2026-02-17,163.42
2026-02-18,163.88
2026-02-19,164.51
2026-02-20,165.16
2026-02-21,165.69
2026-02-22,165.99
2026-02-23,166.26
2026-02-24,166.47
2026-02-25,166.78
2026-02-26,166.88
2026-02-27,167.05
2026-02-28,167.02
2026-03-01,167.13
2026-03-02,167.45
2026-03-03,167.51
2026-03-04,167.48
2026-03-05,167.33
2026-03-06,167.08
2026-03-07,166.92
2026-03-08,166.66
2026-03-09,166.37
2026-03-10,165.52
2026-03-11,164.24
2026-03-12,163.07
2026-03-13,162.14
2026-03-14,161.22
2026-03-15,160.48
2026-03-16,159.81
2026-03-17,159.35
2026-03-18,159.24
2026-03-19,159.19
2026-03-20,158.77
2026-03-21,158.31
2026-03-22,157.64
2026-03-23,156.87
2026-03-24,156.31
2026-03-25,155.78
2026-03-26,155.08
2026-03-27,154.52
2026-03-28,154.12
2026-03-29,154
2026-03-30,154.02
2026-03-31,153.95
2026-04-01,153.69
2026-04-02,153.81
2026-04-03,153.92
2026-04-04,153.69
2026-04-05,153.3
2026-04-06,152.76
2026-04-07,151.94
2026-04-08,151.36
2026-04-09,150.53
2026-04-10,149.79
2026-04-11,149.43
2026-04-12,149
2026-04-13,148.54
2026-04-14,148.62
2026-04-15,148.75
2026-04-16,148.85
2026-04-17,148.61
2026-04-18,148.64
2026-04-19,148.75
2026-04-20,149.2
2026-04-21,149.53
2026-04-22,150.15
2026-04-23,150.75
2026-04-24,151.76
2026-04-25,152.6
2026-04-26,153.8
2026-04-27,154.66
2026-04-28,155.25
2026-04-29,155.38
2026-04-30,155.73
2026-05-01,155.71
2026-05-02,155.38
2026-05-03,154.79
2026-05-04,154.54
2026-05-05,154.58
2026-05-06,154.59
2026-05-07,154.55
2026-05-08,154.73
2026-05-09,154.77
2026-05-10,154.64
2026-05-11,154.24
2026-05-12,153.98
2026-05-13,153.68
2026-05-14,153.29
2026-05-15,152.84
2026-05-16,152.71
2026-05-17,152.71
2026-05-18,152.86
2026-05-19,152.89
2026-05-20,153.09
2026-05-21,153.07
2026-05-22,152.31
2026-05-23,151.55
2026-05-24,150.61
2026-05-25,149.63
2026-05-26,148.68
2026-05-27,147.49
2026-05-28,146.69
2026-05-29,146.5
